Level,Date and Time,Source,Event ID,Task Category
Information,1/24/2020 9:30:27 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/24/2020 9:30:27 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/24/2020 9:30:19 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,1/23/2020 10:19:09 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/23/2020 10:19:06 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,1/23/2020 6:33:06 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/23/2020 6:33:03 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: System Idle"
Information,1/23/2020 1:43:58 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2891.0)
Information,1/23/2020 1:43:49 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2891.0)
Information,1/23/2020 1:43:49 PM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/23/2020 1:43:49 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/23/2020 1:43:49 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,1/23/2020 1:43:49 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/23/2020 11:37:59 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2889.0)
Information,1/23/2020 11:37:50 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2889.0)
Information,1/23/2020 11:37:50 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/23/2020 11:37:50 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/23/2020 11:37:50 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,1/23/2020 11:37:50 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/23/2020 3:27:36 AM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/23/2020 3:27:33 AM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,1/22/2020 9:02:05 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,1/22/2020 5:55:58 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/22/2020 5:55:55 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,1/22/2020 3:01:04 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,1/22/2020 10:48:25 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2821.0)
Information,1/22/2020 10:48:17 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2821.0)
Information,1/22/2020 10:48:17 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/22/2020 10:48:17 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/22/2020 10:48:11 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/22/2020 10:48:11 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/22/2020 2:30:38 AM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/22/2020 2:30:35 AM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,1/21/2020 6:26:39 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2783.0)
Information,1/21/2020 6:26:29 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2783.0)
Information,1/21/2020 6:26:29 PM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/21/2020 6:26:29 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/21/2020 6:26:29 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,1/21/2020 6:26:29 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/21/2020 11:45:51 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,1/21/2020 5:59:15 AM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/21/2020 5:59:12 AM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,1/21/2020 4:29:45 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2743.0)
Information,1/21/2020 4:29:34 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2743.0)
Information,1/21/2020 4:29:34 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/21/2020 4:29:34 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/21/2020 4:29:34 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,1/21/2020 4:29:34 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/20/2020 1:42:14 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2704.0)
Information,1/20/2020 1:42:05 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2704.0)
Information,1/20/2020 1:42:05 PM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/20/2020 1:42:05 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/20/2020 1:42:05 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,1/20/2020 1:42:05 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/20/2020 1:30:51 AM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/20/2020 1:30:49 AM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,1/20/2020 1:15:44 AM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/20/2020 1:15:41 AM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,1/20/2020 12:54:14 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9NMPJ99VJBWV-Microsoft.YourPhone
Information,1/20/2020 12:54:08 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9NMPJ99VJBWV-Microsoft.YourPhone
Information,1/20/2020 12:54:08 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/20/2020 12:54:08 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9NBLGGH537C2-Microsoft.XboxGameOverlay
Information,1/20/2020 12:54:08 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9NBLGGH537C2-Microsoft.XboxGameOverlay
Information,1/20/2020 12:54:08 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/20/2020 12:54:05 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/20/2020 12:54:05 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/19/2020 9:26:38 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2663.0)
Information,1/19/2020 9:26:24 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2663.0)
Information,1/19/2020 9:26:24 PM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/19/2020 9:26:24 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/19/2020 9:26:18 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,1/19/2020 9:26:18 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/19/2020 9:26:18 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/19/2020 9:26:11 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Error,1/19/2020 9:23:01 PM,Microsoft-Windows-WindowsUpdateClient,25,Windows Update Agent,"The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly."
Information,1/17/2020 7:33:33 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/17/2020 7:33:30 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,1/17/2020 1:17:21 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2526.0)
Information,1/17/2020 1:17:10 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2526.0)
Information,1/17/2020 1:17:10 PM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/17/2020 1:17:10 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/17/2020 1:17:10 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,1/17/2020 1:17:10 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/17/2020 2:23:47 AM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/17/2020 2:23:44 AM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,1/17/2020 1:51:03 AM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/17/2020 1:51:00 AM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,1/17/2020 12:53:17 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9NBLGGH18846-KING.COM.CANDYCRUSHSAGA
Information,1/17/2020 12:53:17 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9NBLGGH18846-KING.COM.CANDYCRUSHSAGA
Information,1/17/2020 12:53:17 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/17/2020 12:53:05 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/16/2020 6:50:37 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2475.0)
Information,1/16/2020 6:50:27 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2475.0)
Information,1/16/2020 6:50:27 PM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/16/2020 6:50:27 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/16/2020 6:50:27 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,1/16/2020 6:50:27 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/16/2020 2:40:35 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2466.0)
Information,1/16/2020 2:40:28 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2466.0)
Information,1/16/2020 2:40:23 PM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/16/2020 2:40:23 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/16/2020 2:40:23 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,1/16/2020 2:40:23 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/16/2020 1:12:55 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/16/2020 1:12:55 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/16/2020 1:43:40 AM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/16/2020 1:43:38 AM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,1/15/2020 10:23:44 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2384.0)
Information,1/15/2020 10:23:35 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2384.0)
Information,1/15/2020 10:23:35 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/15/2020 10:23:35 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/15/2020 10:23:35 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,1/15/2020 10:23:35 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/15/2020 10:13:45 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 2020-01 Cumulative Update for Windows 10 Version 1903 for x64-based Systems (KB4528760)
Information,1/15/2020 10:13:45 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 2020-01 Cumulative Update for .NET Framework 3.5 and 4.8 for Windows 10 Version 1903 for x64 (KB4532938)
Information,1/15/2020 12:53:23 AM,Microsoft-Windows-Kernel-Power,109,(103),"The kernel power manager has initiated a shutdown transition.

Shutdown Reason: Kernel API"
Information,1/15/2020 12:51:36 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Windows Malicious Software Removal Tool x64 - January 2020 (KB890830)
Information,1/15/2020 12:49:10 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Windows Malicious Software Removal Tool x64 - January 2020 (KB890830)
Information,1/15/2020 12:48:54 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 2020-01 Cumulative Update for .NET Framework 3.5 and 4.8 for Windows 10 Version 1903 for x64 (KB4532938)
Information,1/15/2020 12:45:30 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 2020-01 Cumulative Update for Windows 10 Version 1903 for x64-based Systems (KB4528760)
Information,1/15/2020 12:45:20 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/15/2020 12:44:29 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9WZDNCRFJBMP-MICROSOFT.WINDOWSSTORE
Information,1/15/2020 12:44:22 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9WZDNCRFJBMP-MICROSOFT.WINDOWSSTORE
Information,1/15/2020 12:44:22 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9NBLGGH4LS1F-Microsoft.StorePurchaseApp
Information,1/15/2020 12:44:22 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9NBLGGH4LS1F-Microsoft.StorePurchaseApp
Information,1/15/2020 12:44:22 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/15/2020 12:44:22 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/15/2020 12:44:16 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/15/2020 12:44:11 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/15/2020 12:44:06 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/15/2020 12:44:06 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/15/2020 12:44:06 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/15/2020 12:44:06 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/15/2020 12:44:06 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/14/2020 9:19:50 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2359.0)
Information,1/14/2020 9:19:41 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2359.0)
Information,1/14/2020 9:19:41 PM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/14/2020 9:19:41 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/14/2020 9:19:41 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/14/2020 9:19:34 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 4 updates.
Information,1/14/2020 7:33:29 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/14/2020 7:33:26 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,1/14/2020 6:59:25 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/14/2020 6:59:25 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/14/2020 2:41:40 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/14/2020 1:19:30 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/14/2020 1:19:28 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: System Idle"
Information,1/14/2020 10:17:50 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2333.0)
Information,1/14/2020 10:17:41 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2333.0)
Information,1/14/2020 10:17:41 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/14/2020 10:17:41 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/14/2020 10:17:41 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 0 updates.
Information,1/14/2020 10:17:41 AM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/14/2020 12:24:24 AM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/14/2020 12:24:21 AM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,1/13/2020 11:18:25 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2281.0)
Information,1/13/2020 11:18:17 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2281.0)
Information,1/13/2020 11:18:17 PM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/13/2020 11:18:12 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/13/2020 11:18:12 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/13/2020 11:18:12 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/13/2020 7:18:05 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/13/2020 7:18:03 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,1/13/2020 1:13:52 AM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/13/2020 1:13:50 AM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: System Idle"
Information,1/13/2020 1:12:10 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9NBLGGH537C2-Microsoft.XboxGameOverlay
Information,1/13/2020 1:12:05 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9NBLGGH537C2-Microsoft.XboxGameOverlay
Information,1/13/2020 1:12:05 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/13/2020 1:12:05 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/12/2020 10:51:46 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/12/2020 10:51:38 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,1/12/2020 10:24:32 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2246.0)
Information,1/12/2020 10:24:25 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/12/2020 10:24:25 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.307.2246.0)
Information,1/12/2020 10:24:25 PM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
Information,1/12/2020 10:24:25 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/12/2020 10:24:20 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/12/2020 10:24:20 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 2 updates.
Information,1/12/2020 10:24:20 PM,Microsoft-Windows-WindowsUpdateClient,26,Windows Update Agent,Windows Update successfully found 1 updates.
Information,1/11/2020 2:32:00 AM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,1/11/2020 2:31:58 AM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: System Idle"
Information,1/11/2020 12:32:19 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9NBLGGH18846-KING.COM.CANDYCRUSHSAGA
Information,1/11/2020 12:32:19 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9NBLGGH18846-KING.COM.CANDYCRUSHSAGA
Information,1/11/2020 12:32:14 AM,Microsoft-Windows-WindowsUpdateClient,41,Windows Update Agent,An update was downloaded.
